x,y,z
8.206107,2.3606777,32.96429
12.774889,22.062187,19.187174
-14.921459,-21.00671,28.737448
-14.27475,-10.814367,37.97681
-6.9078274,-6.06731,26.297739
3.416059,1.4069148,24.69761
9.3362875,11.856825,24.52261
-5.797868,-5.9186325,23.627993
0.24409965,-0.3049038,18.246994
-6.24674,-8.988706,19.10394
14.962117,14.368025,36.3603
9.19894,9.831244,27.054676
-1.455335,-2.961877,19.978724
12.98889,20.845303,22.276548
1.5685136,1.4275723,18.9768
2.2886243,-0.2868692,24.796776
3.8802068,2.866064,23.492195
4.871162,3.1685102,25.459818
6.082949,7.801579,21.108751
9.109969,3.3591127,33.764584
4.0260863,6.5101533,14.809904
-4.444454,0.88978875,29.482231
-10.465229,-10.102258,29.93282
-8.836624,-8.3204365,28.085855
5.1877246,1.5092386,28.222578
4.2302694,6.757328,15.24901
-9.623632,-17.783905,13.276595
0.21542965,-0.08613048,16.841661
-13.768161,-20.096542,26.25996
-8.006558,-9.217456,24.668068
6.6010127,9.084912,20.300097
-3.4388947,-5.3853827,19.698822
12.591157,22.33769,17.821238
-10.338844,-18.024355,16.475895
-7.8753343,-8.269074,25.713102
9.960866,10.999172,27.527842
3.9539793,3.1632898,23.179827
13.004932,15.385023,30.264734
-4.7019258,-3.4264448,24.677975
-11.159188,-7.71892,33.95737
2.4566762,1.8768532,21.272121
-4.4531827,0.14218219,28.714836
-14.861412,-18.20176,32.054047
-9.026198,-12.081525,23.175821
-5.0963936,-6.373483,20.539246
0.026184315,0.7990964,18.758474
8.867278,11.380045,23.82638
-0.37976643,0.62128246,20.150875
10.113505,9.858448,29.354496
-5.2197337,-8.837638,14.043575
-8.467276,-11.538907,22.640572
1.726831,2.7653456,13.771539
4.372815,4.8963246,21.137014
-15.602346,-9.226967,42.124382
8.95263,9.377479,27.015793
-1.1160603,-4.5623446,25.107443
6.558754,8.716103,20.940374
2.3336565,-2.078495,27.315165
2.196592,0.67756873,22.947563
2.8123655,5.1283803,10.458771
-7.0348916,-3.4929302,29.643137
-4.1220093,-5.350704,19.140379
8.451867,9.806636,25.050419
-8.926136,-3.974492,32.852703
-1.3245966,-2.2233565,12.460514
-8.853329,-9.316422,26.84011
-2.0490518,0.14697248,24.042776
4.877077,1.2130448,27.964289
3.9324071,6.038036,18.829529
-2.881036,-1.2656196,23.650164
2.0753686,3.8361485,20.537502
-7.4757047,-7.941191,25.112524
6.864508,7.88574,23.471577
-9.081015,-6.244944,30.988527
7.743191,0.82059884,33.458477
0.52432436,-2.4165158,24.541067
7.8967195,7.883706,26.302608
11.1153555,5.620834,35.70319
7.460613,2.8382921,31.134193
-7.3431854,-5.1894646,28.398071
-8.2191925,-12.050536,20.337309
-8.458732,-12.614051,20.116243
-14.150858,-11.0309,37.51513
5.904344,5.872464,23.998207
13.117236,7.2950234,38.402355
8.34201,14.362472,15.41473
-4.4819574,-1.9903294,26.210485
-6.3021703,-2.9176238,28.810633
-9.267912,-9.326673,27.893448
2.1730587,2.2931232,19.09284
-4.9501925,-4.585909,23.479845
-8.64995,-9.409287,26.17612
-5.4240556,-7.52704,19.156046
5.608239,9.3838215,14.659652
0.26492956,-0.75290203,20.077444
-0.10864135,3.1580415,24.96075
6.000477,9.759606,16.126978
-4.5751,3.1457446,31.795437
-10.717633,-14.950052,24.079111
-1.1804638,-2.2133713,8.937677
-3.7604148,0.3679212,27.740078
7.777996,6.5488467,27.736002
0.49856997,0.6719221,14.223865
15.648067,22.343174,29.297184
5.967361,7.398022,21.485764
3.7421374,7.3462152,7.051081
9.431202,12.268484,24.170406
7.3915024,6.5091705,26.874554
-9.196878,-8.874689,28.285635
4.814878,8.032273,14.314007
10.917731,12.651262,27.960138
-13.180241,-5.1836934,40.096447
-2.2954686,-2.3234942,19.546392
-13.292938,-16.066105,30.219711
-9.130222,-8.408383,28.694818
-10.030888,-11.387477,27.20454
8.998303,9.142788,27.442867
-8.033683,-10.087904,24.141794
9.312969,12.156287,23.977594
8.390132,14.060871,16.50931
0.17788835,3.0028338,24.122606
6.911173,10.102446,19.284424
-14.052652,-16.971964,31.236979
-12.032473,-16.380136,26.062836
0.75745857,1.4967289,16.467749
5.6356754,8.132385,18.560963
-7.9082103,-9.011143,24.717554
-8.922858,-9.37563,26.941624
-2.811606,-0.8757436,24.131447
0.5065969,-1.4320052,22.653584
-6.902126,-7.937169,23.49069
8.624018,9.189663,26.41026
-9.475632,-10.911081,26.332722
-6.4452085,-11.756441,11.805596
0.27336168,0.41175947,12.421187
-2.2019756,-1.1019424,22.131113
-8.968397,-8.220588,28.52676
4.9528275,4.289149,23.974054
7.099653,3.258036,30.018303
-6.1048627,-5.8817077,24.523718
-7.40012,-5.8300304,27.756704
7.123217,7.329781,25.0636
16.025892,16.772484,36.685585
4.9346876,2.647361,26.31248
-10.473988,-12.281006,27.210855
11.731812,5.827253,36.763763
-14.445851,-18.514482,30.47749
1.4804962,-1.6834648,25.271265
-10.5709505,-14.333276,24.523252
-5.1809993,-7.9972577,16.706236
-6.6810164,-2.9249566,29.548523
0.4793848,1.1446404,17.024973
-1.1380993,-0.03947682,21.178816
5.095876,5.9701014,21.396738
-8.758921,-6.0373797,30.50729
-8.146934,-2.5995808,32.63937
-5.0540457,-5.4373794,22.275578
9.794853,4.6354027,33.96128
-11.62658,-17.302402,23.249521
-12.069598,-18.500595,22.84211
11.023751,4.5393033,36.425213
-8.695961,-9.308771,26.435959
8.158028,8.999375,25.431538
14.28372,17.145544,31.666458
-3.5066097,-5.5564103,17.165356
-12.99203,-8.556683,37.1159
-2.667047,-4.4373837,14.879318
-8.118964,-3.9091585,31.355768
0.22474588,-0.244481,17.818848
13.237252,9.618404,36.746025
-3.3074882,-5.983242,10.772477
10.106097,16.517946,18.778526
11.649577,17.334724,23.27706
8.243781,7.611054,27.522646
-13.01083,-13.407394,32.517006
8.923157,-0.98263025,36.808342
-10.803637,-10.786965,29.970022
8.289019,9.526864,25.015402
-2.1288757,-0.9641161,22.203138
3.4624212,6.736723,7.4367337
-9.101838,-9.078346,27.792385
-7.958085,-7.5323067,26.92413
8.447577,15.072292,14.003265
9.3055315,10.090098,26.992569
2.7759855,4.9719424,22.142485
14.819684,17.76924,32.426178
9.850673,9.868421,28.688217
9.688943,10.482157,27.483803
0.2949615,1.1335363,18.5644
10.372901,9.401357,30.507788
-9.241955,-14.193892,20.005274
-0.54049885,-0.7168073,14.478217
11.117312,14.925098,25.409285
-2.5897112,-2.601555,19.996387
1.9549279,1.5513062,20.268751
-8.754063,-9.262914,26.652042
-13.64514,-19.633541,26.522243
-11.007352,-15.343404,24.335142
1.0085634,1.804163,15.20585
2.3758693,-3.3077981,28.77562
-8.705756,-11.075445,23.814806
-7.9509373,-8.589684,25.455257
5.810165,11.048528,9.502106
-0.3071117,-0.58846074,7.9271636
12.496645,10.870014,33.912918
1.4023206,2.5747952,10.004184
-12.16137,-18.979286,22.362444
11.75869,3.644773,38.478092
14.04619,8.721214,39.214264
-1.55607,-3.044635,6.757913
-4.6032124,-3.620127,24.132597
6.1569805,9.277749,17.983025
1.2478163,-1.2842666,24.155983
-3.483324,-5.810555,13.659339
-15.6412735,-20.239965,31.877977
-2.0847838,-2.8899949,16.417183
-9.642167,-12.693133,24.354378
-9.469243,-9.263217,28.47878
-2.5755708,-4.207256,16.539518
10.668924,10.872848,29.53167
9.808921,9.188459,29.403673
2.0057495,3.588263,11.267502
-8.492666,-10.29099,24.429848
9.948305,2.5477636,35.964622
-8.288402,-9.452501,25.122753
-1.7863802,4.1693864,28.858208
10.326269,13.288708,25.355782
10.518645,-0.8640379,39.34792
-4.4004674,-5.457136,19.994951
-12.990289,-5.6373878,39.398205
8.975079,9.306805,27.170494
6.4671044,4.690851,27.065714
-6.46653,-6.9333935,23.868391
-8.658678,-15.661499,13.553797
0.460954,-2.574221,24.674437
6.542899,9.38337,19.414818
5.0391517,4.330514,24.134779
5.671406,6.34232,22.521347
-7.631067,-8.021702,25.41142
3.6871126,3.9982407,20.722715
9.9990425,11.771284,26.592056
4.3936696,6.563182,21.746052
7.5404067,4.9449825,29.104277
-13.154159,-6.2822227,39.247665
-8.799779,-9.489734,26.462248
-9.248735,0.23421966,36.805992
11.988167,8.626097,34.902054
0.36985102,1.318525,18.959517
-6.192808,-5.4225044,25.427729
-6.760101,-10.863351,16.925343
9.254336,4.849706,32.693626
6.943654,3.4524326,29.505596
9.067958,9.045024,27.753826
-4.3711557,-6.6323347,18.869871
-11.737212,-6.629111,36.1304
7.5734572,7.991826,25.3055
-4.533103,-6.7776055,19.601795
4.2954535,5.580346,19.27664
-2.6569302,-4.792071,10.929707
14.134595,13.232361,35.464058
4.538976,2.7900376,25.230188
6.330588,11.962258,10.076042
-7.560943,-14.079861,11.486955
5.162407,3.9977002,24.954042
-2.9171937,-5.055075,21.867718
7.940461,-0.40890464,34.774784
10.01894,12.6361,25.4067
9.639621,3.5880282,34.55264
-0.91038793,-2.9132872,22.082447
-2.1030889,-4.785416,23.60112
-12.842877,-17.592798,26.880562
5.7204075,5.2987385,24.405941
7.092772,3.4075277,29.84993
0.8505239,6.081144,27.690884
7.8153477,7.838614,26.159937
6.603706,7.4905634,23.344664
0.716816,-5.0297985,28.37523
2.1984577,-1.8499234,26.805109
-4.0805445,-7.485373,10.513025
-4.3499007,-3.5959253,23.508757
-7.3640127,-8.25322,24.338432
13.683349,7.756355,39.209274
-2.0259366,-3.3931592,15.547562
0.3425818,0.10301107,16.853775
-6.10553,1.8050648,32.95833
13.473427,12.374251,34.724102
11.581062,2.3814545,39.039257
9.234086,12.381147,23.343088
10.110425,10.433434,28.64107
2.6977713,4.596141,13.593129
-3.840655,-5.7553267,16.484812
10.050014,9.674153,29.415592
3.4571526,-3.5939407,30.602863
4.774428,3.0432117,25.412767
9.840714,15.729958,19.32875
7.151588,12.460142,14.130191
1.8409464,3.0270748,13.252685
-3.264106,-4.612808,17.137257
-3.3694506,-6.833951,5.1297846
-3.8338265,-2.145769,24.538797
-3.403203,-5.031118,16.45091
7.584429,-0.35610378,34.15738
3.951547,7.429305,9.287647
-5.042603,-4.2101703,24.332735
7.536743,7.6824903,25.653439
-1.7460765,-3.8031359,21.903566
13.071459,10.659763,35.428623
-3.3282602,1.4633691,28.245441
-1.7902982,-3.270529,10.248339
14.600386,20.15811,28.85531
6.718089,10.428636,18.04596
10.639412,17.637161,18.741926
7.2591114,6.9376526,25.980696
7.2236195,6.743189,26.154118
9.983541,15.42799,20.504
8.260775,8.839822,25.934504
5.5304,8.20937,17.86406
-6.278136,-6.4030156,24.184492
3.543063,5.9792747,14.00651
-14.028247,-14.556304,33.849567
4.5757494,8.422243,10.491241
-8.064737,-8.665905,25.6497
-8.062397,-9.712044,24.068186
-5.391792,-3.7736938,25.818111
-10.433367,-8.191313,31.934538
1.3641491,2.0773044,14.385928
-1.7670194,-0.19051188,22.730303
-5.580316,-9.096614,15.868815
9.958729,10.73112,27.868954
2.5489228,-2.131307,27.731419
-7.173545,-7.1126723,25.51089
-10.047757,-10.770625,28.053679
2.543801,3.25994,17.808516
-9.128204,-9.066557,27.87791
2.9730062,1.3055463,23.813847
1.8545518,0.97802246,21.334272
7.984292,8.909921,25.071217
9.079184,14.690889,18.272058
-8.837985,-9.26726,26.866795
5.4667172,5.50496,23.381514
-9.628985,-12.016986,25.1652
-4.419455,-5.462245,20.05753
10.495418,10.43656,29.608139
2.1584694,2.3438537,18.870314
10.047346,12.448417,25.76662
8.192375,10.4188175,23.297098
-11.655944,-12.154858,30.498508
-7.8707757,-3.9684284,30.806143
-6.0652113,-10.94493,12.052857
5.7425694,2.7703247,27.850433
3.4493332,4.8695674,17.294159
9.902343,9.599767,29.14267
-3.1432729,-4.0035353,18.469193
-1.9885575,6.974188,31.735556
-5.63024,-6.624479,21.863527
-12.981648,-18.539825,25.948532
-1.7808464,-3.2903817,9.691641
8.059609,9.660871,24.13835
-7.7952905,-15.048496,9.829442
-3.7892044,-4.791988,19.184172
12.265188,9.691091,34.53175
5.4521694,9.826387,11.839727
0.91833633,1.6297472,12.812223
-6.7921143,-7.3056097,24.18949
-8.672908,-11.145988,23.590263
-7.2296324,-9.529463,21.703981
6.115597,5.4531374,25.19554
-8.571359,-9.450591,25.899687
0.022943893,0.09258628,12.262382
-8.470216,-2.6865952,33.14821
8.284615,9.308536,25.315166
-0.353858,0.7662168,20.488585
4.2653174,-0.6553398,28.940006
2.0503852,-2.0643568,26.821138
10.234229,9.604561,29.94926
7.3394713,11.705737,17.520206
-4.6792626,-8.205546,12.687895
-11.936453,-12.278254,31.071478
6.5677304,7.4084225,23.384483
0.45642495,1.2835804,18.172827
-12.960576,-15.314707,30.198763
7.6753793,9.657365,22.935896
5.5663724,0.22553091,30.263819
1.4444607,3.0369432,20.373531
1.0151002,1.571229,13.757725
-4.7740693,-6.992632,20.6991
-14.021782,-13.483613,34.946033
-4.383307,-6.922144,15.6298485
0.2632072,0.63500804,15.223959
5.2416797,6.3387046,21.136433
-8.539039,-9.403449,25.882715
1.063605,-1.0442355,23.301928
13.369089,12.150128,34.688286
-5.175594,-6.762098,19.96705
-5.230675,-2.4281137,27.216545
-10.35144,-11.068695,28.474058
-7.0892963,-11.431033,16.997332
-9.287817,-8.792402,28.611256
-8.227904,-9.4604845,24.941093
11.481964,15.923057,24.982895
-12.268122,-17.148497,25.697807
0.08359565,-0.60178953,18.560917
5.749809,-2.1692016,32.719242
-9.530867,-10.150968,27.509895
-9.35456,-9.373321,28.056957
2.6702943,4.5552,13.5386505
1.784586,-0.56411505,24.139673
0.32345858,-2.363451,24.025534
-5.59255,0.77994376,31.263494
14.117761,14.34801,34.302692
-10.165294,-11.191015,27.945421
8.905144,10.044161,25.969748
14.41947,12.709689,36.63162
-6.885291,-8.137418,23.097046
-4.6685066,-4.1002936,23.522089
-8.465426,-9.049598,26.18719
2.5430698,4.499705,11.800776
-5.872001,-4.5531597,25.872978
-8.51857,-9.552949,25.609148
-6.974084,-1.8321975,31.204668
3.4880908,1.3380996,24.963934
8.157615,0.23742795,34.627346
8.827515,9.320976,26.766417
-10.225843,-9.678013,29.847898
-6.9027476,-1.6370461,31.25912
-9.575689,-8.064221,30.136314
-12.056949,-7.488446,36.05589
6.5977645,2.721531,29.604076
-14.704316,-15.249266,34.841885
8.627162,3.347095,32.8547
-5.268814,-7.0819993,19.593472
1.2333275,2.187229,16.09703
-4.013813,-7.166471,11.698883
-11.535532,-5.395459,36.731663
-4.5445457,-7.578734,14.182487
5.7957544,5.243727,24.688482
4.441515,-3.5548751,31.958483
0.37926918,-2.1731622,23.806747
4.1512837,6.6016703,16.593496
7.6832685,9.289077,23.614075
1.9382153,3.5607467,9.985113
-0.95481044,-1.8087876,8.249018
0.5882675,0.83451456,14.055916
-0.17731893,0.7028639,19.4962
-9.624194,-12.315281,24.696115
-9.138579,-8.707211,28.35422
-4.414345,-1.0011309,27.327223
-1.6069044,-0.1071983,22.458359
-12.808876,-14.68323,30.540918
-1.0594542,-1.3762846,15.823764
7.32353,1.8589526,31.812658
-10.587776,-8.6110115,31.845499
-8.827682,-11.036961,24.260876
9.035931,16.142359,14.40963
1.3627799,3.7513824,22.935144
6.128181,3.3557203,27.963177
7.5633354,8.923607,23.846537
2.5569134,4.28802,13.088772
-7.7980304,-12.497659,17.524261
14.074296,11.931178,36.535934
-3.1100166,-4.465767,16.757002
-11.623332,-6.4124537,36.07951
7.876581,7.738814,26.446384
-5.9212666,-2.6393688,28.364223
-2.5562134,-4.582192,21.47588
7.923867,7.8020177,26.482708
8.231875,13.5045595,17.083897
-11.104464,-10.810674,30.683521
7.703184,7.487986,26.346022
3.493062,3.7731328,20.524206
-0.1299794,4.779133,27.301495
-10.315983,-13.451128,25.073206
1.3694793,0.010977401,21.981045
-14.185807,-4.038756,42.796013
-5.610753,-2.848787,27.490095
5.9922104,6.066316,23.933146
-0.10361474,0.3296109,17.317524
11.893164,13.1022,29.996885
9.526137,9.404922,28.44744
4.269246,7.8994923,10.141447
-11.417224,-19.957796,17.344755
-4.7149954,-6.516737,18.646296
-10.220627,-10.89562,28.34969
-8.344031,-9.222835,25.614582
6.3571534,6.0708294,24.906738
0.8925751,-4.1252565,27.567274
-4.88273,-7.4688587,18.138605
-10.547183,-6.051462,34.201862
-7.639179,-5.7367835,28.40871
-5.560666,-7.1230497,20.641077
-7.996472,-13.17943,16.749535
4.596593,7.6510997,14.758553
1.3998634,1.7410772,16.741634
-8.790058,-9.416377,26.53843
5.5997224,5.2846417,24.107346
-9.41027,-7.470646,30.414816
9.162313,9.151432,27.854923
-4.1507215,1.7916245,29.917383
-4.0734053,-3.5085075,22.901173
7.3310375,9.704102,21.720755
-12.179524,-10.73518,33.317936
8.574472,4.1831574,31.97992
-4.450847,3.478261,31.903696
-1.2708203,-4.5972223,24.89428
-7.8437405,-7.1802464,27.103065
-6.8975253,-2.7815094,30.119621
9.303967,4.088968,33.480762
-7.3656564,-7.5726824,25.35422
-12.195847,-18.744568,22.890985
13.274967,11.317065,35.28895
-12.230484,-9.689268,34.45034
-7.8056674,-7.6651554,26.374592
-3.6027637,-3.7115126,21.057875
1.4765067,1.008802,19.857342
8.393695,9.698891,25.043388
-11.209033,-11.459862,30.192135
9.114599,11.514451,24.379776
-8.368907,-8.992316,26.00843
-7.3644357,-3.398667,30.392794
-8.675478,-9.455716,26.181894
-7.051334,-7.229329,25.02206
8.389887,14.805149,14.451653
-3.2021108,-5.2301736,14.109942
0.018945856,-2.3872101,23.382662
16.538979,17.392479,37.396095
8.419174,11.837354,21.510906
-2.7792287,-0.8712636,24.061695
6.2826567,7.4832125,22.381128
-8.938798,-12.289107,22.509426
-0.11993492,-1.2577994,20.045532
-5.0036592,1.8669794,31.321852
-8.397815,-9.332016,25.594805
-1.0584568,-1.7982512,11.994244
7.1860948,1.9160239,31.501297
-4.89159,-4.114205,24.093498
6.1150227,3.6707835,27.556427
-4.740304,-4.297041,23.3877
-7.057361,-7.4262624,24.744293
0.5779664,1.0607787,10.450212
5.157024,4.572938,24.058317
8.16621,8.858479,25.648237
3.5692258,4.863896,17.951235
-4.8744555,-1.088267,28.10751
10.369032,-0.733682,39.017673
-7.210202,-3.5913057,29.88699
9.353488,13.870947,21.102032
7.690154,9.376987,23.461922
-3.261107,-3.6310613,20.004463
-9.847509,-9.615563,28.986183
2.798914,-0.8459401,26.586744
