Target,MOC total,SiO2,TiO2,Al2O3,FeOT,MgO,CaO,Na2O,K2O,,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
AGV2,97.44,59.3,1.05,16.91,6.02,1.79,5.2,4.19,2.88,97.34,0.150141615,-0.405204092,-1.284412853,-0.68907594,0.001443461,0.075339788,-0.264338779,0.606772783,-1.089891725,0.517999679,-0.027464461,-0.040558611,0.365587248,0.549435697,-0.159875596,0.334793974,-0.617690386,0.149461512,-0.174901863,0.700359073,-0.045895846,-0.684135712,0.173967695,0.273599484,0.943675002
AGV2,97.44,59.3,1.05,16.91,6.02,1.79,5.2,4.19,2.88,97.34,0.180224728,-0.443452925,-1.237537424,-0.619856298,-0.016452161,-0.072632818,-0.271246096,0.632923043,-1.133218445,0.62825874,0.046659467,-0.195860296,0.481260727,0.570015794,-0.109488805,0.387525407,-0.799804909,0.222359732,-0.19364841,0.456712355,-0.256838465,-1.209532952,0.307851132,-0.112940531,0.937264189
AGV2,97.44,59.3,1.05,16.91,6.02,1.79,5.2,4.19,2.88,97.34,0.19353808,-0.387773966,-1.367633793,-0.520758456,0.031414053,-0.03042042,-0.491116783,0.535342523,-1.140765811,0.460671839,0.018062816,-0.135604956,0.402633779,0.600277899,-0.090360432,0.410279176,-0.560612941,0.096777051,-0.115417277,0.655140351,0.055688631,-0.754079426,0.413299168,0.149886184,0.553309769
AGV2,97.44,59.3,1.05,16.91,6.02,1.79,5.2,4.19,2.88,97.34,0.201959432,-0.404601092,-1.373033909,-0.538409281,0.009244614,-0.050292476,-0.520516067,0.626298843,-1.158864357,0.425506259,-0.02890338,-0.189927652,0.378865935,0.57744155,-0.215293008,0.493124408,-0.551238161,0.259391565,-0.050095113,0.647773921,0.156174143,-0.736295157,0.37690199,0.258430659,0.547377168
AGV2,97.44,59.3,1.05,16.91,6.02,1.79,5.2,4.19,2.88,97.34,0.186288983,-0.427822876,-1.360973148,-0.591803761,-0.071906705,0.101733296,-0.290413331,0.387382987,-1.198185709,0.390820151,0.005991126,-0.147302861,0.439647917,0.565861973,-0.084369295,0.340977015,-0.429803367,0.063158953,-0.089321971,0.773432159,0.189060647,-0.60381282,0.19227572,0.391918999,0.377954139
BCR-2,98.14,54.1,2.26,13.5,12.42,3.59,7.12,3.16,1.79,97.94,0.478409554,-0.367676597,-0.725134498,-0.904760596,-0.384239387,-0.347681418,0.543987445,-0.483523625,-1.048387383,0.358706714,-0.122765991,-0.845219813,0.05395101,-0.234355745,-0.641999046,-0.444006728,-0.274949476,-1.216799649,-0.704491473,-0.626805797,0.486261378,0.210411177,-0.232306098,-0.111712428,1.313588285
BCR-2,98.14,54.1,2.26,13.5,12.42,3.59,7.12,3.16,1.79,97.94,0.3619497,-0.39126869,-0.91016298,-0.762319556,-0.308696727,-0.569394873,-0.041644107,0.172031915,-1.380298743,0.408729974,-0.042509202,-0.889769063,0.613753839,0.270146805,-0.530831212,-0.0691127,-0.879500478,-0.000792335,-0.319148072,-0.08908234,0.203479951,-0.576663014,0.266589908,-0.029581658,1.347724977
BCR-2,98.14,54.1,2.26,13.5,12.42,3.59,7.12,3.16,1.79,97.94,0.326414641,-0.416272613,-0.393565304,-0.969156012,-0.370225852,-0.502402425,0.831305792,-0.298330393,-1.177635526,0.378715743,0.000415449,-1.309693815,0.41265595,-0.401892814,-0.885684599,-0.236544851,-0.524447947,-0.787506006,-1.094160877,-0.72773345,0.436652038,-0.002052406,-0.311384124,-0.375298791,1.198383108
BCR-2,98.14,54.1,2.26,13.5,12.42,3.59,7.12,3.16,1.79,97.94,0.247152364,-0.487437626,-0.668731886,-0.783006403,-0.243025544,-0.743305599,0.116729242,0.440426985,-1.124246884,0.228584943,0.068300492,-1.282625803,0.561210356,-0.059720858,-0.707669001,-0.132382408,-0.544515123,0.24820705,-0.446146563,0.274210609,0.395108088,-0.292957361,0.19818942,0.264464456,1.248204256
BCR-2,98.14,54.1,2.26,13.5,12.42,3.59,7.12,3.16,1.79,97.94,0.402326668,-0.343702841,-0.768327125,-0.789582347,-0.299758645,-0.228896879,0.381217057,-0.323430305,-0.860154123,0.680666006,-0.262053313,-0.701974275,0.163929656,-0.067160501,-0.626376133,-0.261045302,-0.512381565,-0.592315233,-0.980827784,-0.644515843,0.465660771,0.238576793,-0.074025516,-0.069567717,1.223767805
BEN,94.28,38.2,2.61,10.07,11.61,13.15,13.87,3.18,1.39,94.08,0.921076758,0.391027403,-0.451850048,-1.026118807,-0.435301541,-0.223312129,0.563705539,-0.774283215,-0.962227761,-0.249565717,0.21040668,-0.789039005,-0.194591642,0.113868053,-0.809797712,-0.692207635,0.23396495,-1.033710914,0.529042912,-0.645509358,0.169709751,-0.584596861,-0.16977945,-0.887270735,0.822065853
BEN,94.28,38.2,2.61,10.07,11.61,13.15,13.87,3.18,1.39,94.08,0.906135321,0.667290559,-0.544220036,-0.948100943,-0.428825507,0.187468513,0.568032304,-0.914848433,-0.770531143,0.063881916,0.132721818,-0.495304627,-0.246828408,0.136263703,-0.517629727,-0.553362667,0.347019946,-1.23374433,0.430148862,-0.655174228,0.385087409,-0.250267232,-0.425070732,-0.94107568,0.830088028
BEN,94.28,38.2,2.61,10.07,11.61,13.15,13.87,3.18,1.39,94.08,0.786606547,0.179224498,-0.440574188,-1.06354593,-0.519596841,0.006562952,0.862168508,-0.679209803,-0.917511167,-0.347295775,0.319287351,-0.932535637,-0.220307245,-0.12381544,-0.560457589,-0.854311194,0.451060199,-1.109685628,0.620342397,-0.456393383,0.336986617,-0.211852634,-0.369058361,-0.950752278,0.717628433
BEN,94.28,38.2,2.61,10.07,11.61,13.15,13.87,3.18,1.39,94.08,0.844472095,0.405337616,-0.443107861,-1.029115417,-0.458824925,-0.187184595,0.55035857,-0.613586299,-0.899613181,-0.147302083,0.190250698,-0.773599705,-0.153278274,0.097857174,-0.648883615,-0.724188465,0.241993725,-0.698035462,0.492083137,-0.821293458,0.276695544,-0.505792328,-0.214961272,-0.883132061,0.844349923
BEN,94.28,38.2,2.61,10.07,11.61,13.15,13.87,3.18,1.39,94.08,0.857409208,0.336931111,-0.515481641,-1.062733134,-0.50092741,-0.036495298,0.696922961,-0.753782763,-0.927780872,-0.221850161,0.231431173,-0.796240804,-0.198826015,0.056061842,-0.660397525,-0.732573566,0.396352454,-1.051181141,0.612744941,-0.64665176,0.256360993,-0.335749726,-0.307944855,-0.751074132,0.653393334
BHVO2,98.74,49.9,2.73,13.5,11.07,7.23,11.4,2.22,0.52,98.57,0.70986276,0.082530906,-0.467720895,-0.825608005,0.034157908,-0.552305901,0.278590407,-0.497099459,0.151776598,0.367918157,-0.140142288,-1.33214397,-0.08569663,-0.330005437,-1.197479996,-0.264174545,-0.064554595,-1.023703238,-0.079370581,-1.032138737,-0.390324669,-0.404381201,-0.002976024,-0.832393767,0.967908943
BHVO2,98.74,49.9,2.73,13.5,11.07,7.23,11.4,2.22,0.52,98.57,0.74220983,0.043769241,-0.542316308,-0.908682626,-0.110823321,-0.544393139,0.36827342,-0.679941668,-0.11555654,0.435149324,-0.205926519,-1.136882294,0.040287132,-0.16939208,-1.095478366,-0.562546592,-0.045903199,-1.027853329,0.204139453,-1.11305074,-0.216110915,-0.349371587,0.111540671,-0.496863576,0.858728574
BHVO2,98.74,49.9,2.73,13.5,11.07,7.23,11.4,2.22,0.52,98.57,0.733063197,0.172849396,-0.514377369,-0.840287645,0.017957155,-0.569537065,0.159140639,-0.522991536,0.134555942,0.676273727,-0.250964054,-1.091855541,0.106771155,-0.079381644,-0.989848029,-0.356031488,-0.318273562,-0.567463038,-0.233253174,-1.15229378,-0.233169859,-0.213119519,0.072523828,-0.604120189,0.998095232
BHVO2,98.74,49.9,2.73,13.5,11.07,7.23,11.4,2.22,0.52,98.57,0.695932765,0.068158065,-0.57843662,-0.871816419,-0.039496692,-0.50987293,0.207397777,-0.414218272,0.021470265,0.53488475,-0.210729484,-1.232963969,0.130156023,-0.310651798,-1.090405047,-0.226426434,-0.200517547,-0.698161847,-0.265855488,-0.950830949,-0.018874352,0.086171754,0.132902605,-0.432454678,0.889681703
BHVO2,98.74,49.9,2.73,13.5,11.07,7.23,11.4,2.22,0.52,98.57,0.707445762,0.082323746,-0.586363584,-0.831694126,-0.002444401,-0.617048357,0.071217743,-0.326752496,0.009234235,0.431090519,-0.212732941,-1.2707784,0.066066168,-0.252882631,-1.161636792,-0.261025162,-0.185498779,-0.579043019,-0.106448107,-1.079351104,-0.037313353,-0.011121658,0.308779181,-0.530647672,0.849407635
BIR-1a,99.38,47.7,0.97,15.4,10.19,9.7,13.4,1.81,0.03,99.2,1.019267172,0.765957125,-0.550997181,-0.75603591,0.595704331,-0.849342964,-0.407916999,-0.238218066,1.450142903,0.219891498,0.129548048,-0.422361709,-0.170245994,0.582960313,-0.432102658,0.108733815,-0.337608927,-1.080279748,0.011545098,-1.147926089,-0.299075435,-0.040400682,0.607113915,-0.922428715,0.741745115
BIR-1a,99.38,47.7,0.97,15.4,10.19,9.7,13.4,1.81,0.03,99.2,1.058561077,0.862099095,-0.553661487,-0.823100977,0.587540962,-0.670549464,-0.302569662,-0.464072671,1.293376835,0.268293049,0.069599518,-0.135995891,-0.173715553,0.500385729,-0.438375246,0.055165325,-0.150625819,-1.391884267,0.153498717,-0.700010402,-0.327554539,0.067041346,0.486751036,-0.51247522,0.515484706
BIR-1a,99.38,47.7,0.97,15.4,10.19,9.7,13.4,1.81,0.03,99.2,0.934145589,0.849903896,-0.324599411,-0.887109691,0.59668934,-0.872461204,-0.128346335,-0.340217633,1.159022768,0.068337725,0.137725818,-0.34500085,-0.279424262,0.476460296,-0.486499995,-0.049312873,-0.102866963,-1.355756433,0.08191728,-0.98207929,-0.361218372,-0.034503715,0.631721515,-0.812850437,0.476878739
BIR-1a,99.38,47.7,0.97,15.4,10.19,9.7,13.4,1.81,0.03,99.2,0.762335402,1.069930453,-0.103940208,-1.149787606,0.639090568,-0.775952717,0.13433733,-0.197833203,0.794988647,-0.104473051,0.13892313,-0.087652807,-0.386554612,0.463824718,-0.376531701,-0.070244572,-0.034135102,-1.400547318,-0.727777518,-0.621612121,-0.466320032,0.536789913,0.303078249,-0.370752452,0.279776859
BIR-1a,99.38,47.7,0.97,15.4,10.19,9.7,13.4,1.81,0.03,99.2,1.13259635,1.003633403,-0.296025067,-0.771475444,0.534675493,-0.774608219,-0.226397955,-0.684124,0.894718843,0.380787481,0.017745054,-0.122190534,-0.242258235,0.328700339,-0.273458086,-0.037995115,-0.115675445,-1.347421882,0.216457895,-0.684162983,-0.275649073,-0.124722956,0.552001831,-0.809456443,0.263082419
G10MT,95.16,58.47,0.78,18.57,7.9,2.61,0.74,2.37,3.65,95.09,-0.772882528,0.357450247,-0.217601681,0.243155277,-0.482969426,0.186335904,0.399030517,0.373401972,0.85248617,0.248935772,-0.434839826,0.674006643,-0.553613252,0.230986132,-0.420492999,-0.382443736,0.282891918,0.106686889,0.306822368,0.076154588,-0.960883264,-0.58604512,0.315555801,0.205846455,-0.118674072
G10MT,95.16,58.47,0.78,18.57,7.9,2.61,0.74,2.37,3.65,95.09,-0.548005494,0.210748736,-0.489411702,0.079496979,-0.451530443,0.188247871,0.28321629,0.087384988,0.501404742,0.194701252,-0.469175766,0.291440607,-0.287467138,0.494069111,-0.795357776,-0.420836914,0.066627627,0.413552706,0.660807497,0.112523617,-0.748556875,-1.243390928,0.551810863,0.170179282,-0.17948413
G10MT,95.16,58.47,0.78,18.57,7.9,2.61,0.74,2.37,3.65,95.09,-0.745277092,0.246604375,-0.192353322,0.223507211,-0.3470439,0.386349593,0.576497139,0.199108201,1.036542329,0.155897691,-0.416123148,0.553553626,-0.376428963,0.565006838,-0.194459243,-0.872750706,0.256105498,0.243389244,0.605716888,0.297472133,-0.440032208,-0.47553627,0.421643827,0.256088384,-0.490027049
G10MT,95.16,58.47,0.78,18.57,7.9,2.61,0.74,2.37,3.65,95.09,-0.642334945,0.254285711,-0.387380728,0.285235037,-0.727099077,0.209328992,0.321875184,0.014674105,0.411830543,-0.134555856,-0.520903663,0.216669942,-0.503824573,0.335826686,-0.469247093,-0.581054557,0.402616486,0.249535857,0.725876653,0.182239194,0.059553564,-0.355320975,0.633908544,0.386517656,-0.533157554
G10MT,95.16,58.47,0.78,18.57,7.9,2.61,0.74,2.37,3.65,95.09,-0.667827378,0.098055517,-0.184637807,0.131603889,-0.356872417,0.465329563,0.866494959,-0.064626463,0.937292326,0.130693466,-0.359639131,0.41106855,-0.148008426,0.766309913,0.033013322,-1.342672745,0.232328699,0.21142333,0.81157003,0.226832393,-0.068480321,-0.41288761,0.448941932,0.282460663,-0.794416776
G11MT,94.28,58.71,0.8,17.9,7.52,2.34,0.72,2.57,3.65,94.21,-0.681434525,0.037943449,-0.253265533,0.17287351,-0.493822501,0.499068609,0.72369694,0.047195715,0.67768788,0.218179747,-0.670186492,0.434752755,-0.840145817,0.259568968,-0.345095307,-0.996712617,0.505950353,-0.09987762,0.52132976,0.095977486,0.286136241,-0.176833147,-0.015204216,0.37812381,0.518776209
G11MT,94.28,58.71,0.8,17.9,7.52,2.34,0.72,2.57,3.65,94.21,-0.711368934,0.246132753,-0.401344842,0.259677938,-0.509143948,0.426912117,0.34295175,0.221246709,0.618916641,0.043540958,-0.575963952,0.438253072,-0.634191922,0.321569151,-0.447738865,-0.563080564,0.518042064,0.071500691,0.943767438,0.472175981,-0.035003631,-0.636901802,0.017468111,0.55493608,0.494179264
G11MT,94.28,58.71,0.8,17.9,7.52,2.34,0.72,2.57,3.65,94.21,-0.779205472,0.296477674,-0.398554751,0.277396703,-0.548762458,0.387769034,0.287563509,0.418042476,0.618997694,0.113651329,-0.558715456,0.414597595,-0.712756135,0.13463619,-0.575649442,-0.366526428,0.488614468,0.064818967,0.819343287,0.353252816,-0.421673018,-0.692190145,0.032131078,0.389533538,0.571103418
G11MT,94.28,58.71,0.8,17.9,7.52,2.34,0.72,2.57,3.65,94.21,-0.6808968,0.311089014,-0.424009824,0.241395851,-0.564497847,0.205302259,0.184604036,0.282293361,0.601958996,-0.051533161,-0.506394904,0.28374255,-0.735382293,0.139622326,-0.74140705,-0.322955572,0.444734452,0.074616854,0.643155239,0.140188777,-0.320548645,-0.543257199,0.131596557,0.35784885,0.483040863
G11MT,94.28,58.71,0.8,17.9,7.52,2.34,0.72,2.57,3.65,94.21,-0.710270297,0.276169678,-0.369656236,0.196240259,-0.440756528,0.36850129,0.386308024,0.328426847,0.750852757,-0.01845865,-0.440406898,0.542798542,-0.563826702,0.399994166,-0.359025587,-0.653798989,0.416065451,0.171629145,0.955593173,0.377065402,-0.177318392,-0.583226208,0.182181662,0.472148696,0.193304508
G12MT,95.6,58.09,0.75,18.91,7.22,3.29,0.74,2.91,3.63,95.54,-0.655786874,0.424476077,-0.491746042,0.18871546,-0.496187446,0.686439716,0.367626538,0.148764493,0.637571718,0.177826118,-0.670439609,0.50721896,-0.566437143,0.328567772,-0.68089541,-0.326420252,0.422511708,0.227619089,0.974042454,0.456961652,-0.378907176,-0.910109812,0.131356914,0.344320854,0.237361561
G12MT,95.6,58.09,0.75,18.91,7.22,3.29,0.74,2.91,3.63,95.54,-0.709504351,0.371046714,-0.474885054,0.192417846,-0.534191151,0.423410285,0.263386246,0.33229564,0.420332708,0.313968792,-0.713881191,0.6157479,-0.726349821,0.223660783,-0.734010579,-0.264659792,0.456737571,0.150447637,0.916361118,0.358662546,-0.646147716,-0.936014895,0.236356622,0.462510458,0.252333123
G12MT,95.6,58.09,0.75,18.91,7.22,3.29,0.74,2.91,3.63,95.54,-0.662613679,0.315896196,-0.366975937,0.218653213,-0.310168874,0.665872919,0.430053088,0.174971071,0.834295589,-0.237064883,-0.517333623,0.122478497,-0.699955621,0.049172643,-0.400256795,-0.700234513,0.906435678,-0.230537668,1.166716824,0.4810113,0.720139912,0.283464274,-0.244700349,0.92668674,-0.018602974
G12MT,95.6,58.09,0.75,18.91,7.22,3.29,0.74,2.91,3.63,95.54,-0.818340789,0.51562421,-0.407123731,0.176731044,-0.504866048,0.682938828,0.450979485,0.586759075,0.769730492,0.302476199,-0.604040902,0.669036731,-0.796327342,0.023814765,-0.631206723,-0.100078098,0.495460289,-0.080622331,0.692713861,0.178117931,-0.883415607,-0.744235222,0.094150741,0.238778899,0.272622078
G12MT,95.6,58.09,0.75,18.91,7.22,3.29,0.74,2.91,3.63,95.54,-0.690723045,0.595202895,-0.570703985,0.183153703,-0.656126305,0.579618997,0.246643422,0.355692215,0.464533718,-0.007651403,-0.571412386,0.491342998,-0.618470772,0.119220965,-0.858691814,0.047592885,0.496295607,0.045063834,0.964649438,0.295646546,-0.748239255,-0.955465246,0.252464711,0.3888763,0.008605648
G13MT,95.06,57.95,0.79,19.01,7.23,3.03,0.6,2.31,4.09,95.01,-0.816598632,0.339833503,-0.385284639,0.447794449,-0.77559922,0.672886803,0.439796301,-0.051743742,0.184980076,0.515001981,-0.812243613,0.332558137,-0.527187575,0.185652543,-0.567401723,-0.247698575,0.311347811,0.083997015,0.703426596,0.320332938,-0.509016266,-1.064907416,0.0464756,0.11423518,0.024517956
G13MT,95.06,57.95,0.79,19.01,7.23,3.03,0.6,2.31,4.09,95.01,-0.678302734,0.297938096,-0.521151361,0.409219942,-0.799335241,0.518230518,0.203962257,-0.123160071,-0.090777595,0.267411203,-0.797934803,0.060562096,-0.438848502,0.120929619,-0.92004685,-0.008401383,0.294837537,0.249166841,0.67199875,0.441979004,-0.332305903,-1.195157371,0.213541355,0.274427465,-0.048321684
G13MT,95.06,57.95,0.79,19.01,7.23,3.03,0.6,2.31,4.09,95.01,-0.87355192,0.309882001,-0.368568958,0.409661372,-0.843580458,0.536927449,0.471906905,0.247718697,0.10662676,0.472055199,-0.792970038,0.554997415,-0.751124022,0.114991813,-0.640212255,-0.043005706,0.407117305,0.010564238,0.473912357,0.250408859,-0.854809789,-1.19988716,0.194188481,0.106849449,0.123330382
G13MT,95.06,57.95,0.79,19.01,7.23,3.03,0.6,2.31,4.09,95.01,-0.803312403,0.354967067,-0.441958778,0.44093432,-0.620171588,0.625069592,0.239013197,0.133556555,0.335201957,0.412486412,-0.835248055,0.34846608,-0.734562959,0.058743812,-0.705929842,-0.091893396,0.584664143,0.091043921,0.855301649,0.51713725,-0.357562055,-0.877769322,0.100905031,0.355791824,-0.167554013
G13MT,95.06,57.95,0.79,19.01,7.23,3.03,0.6,2.31,4.09,95.01,-0.914876841,0.287151551,-0.31199383,0.487400352,-0.654387796,0.765182432,0.549043755,0.093228492,0.409826674,0.507972685,-0.772206329,0.469459805,-0.694350925,0.177150234,-0.370642112,-0.363859693,0.444718018,-0.085206182,0.570741832,0.362737746,-0.623502596,-0.707058679,0.142717757,0.042580579,-0.294181092
G14MT,97.39,61.4,0.78,16.12,7.71,3.38,1.64,4.94,1.37,97.34,-0.21180066,0.391217403,-0.820702805,-0.600747497,0.230443505,0.574129117,0.250001844,0.38217673,1.181880846,0.629729201,-0.721628796,0.636571292,-1.005404241,-0.145885321,-1.012069259,-0.328824652,0.308499072,-0.074568453,0.141066122,-0.698726399,-0.550941763,0.114271201,0.605517476,-0.016326239,-0.173467352
G14MT,97.39,61.4,0.78,16.12,7.71,3.38,1.64,4.94,1.37,97.34,-0.21091538,0.269956688,-0.866886482,-0.663405352,0.21982319,0.702868033,0.416194558,0.385665942,1.157334412,0.593891248,-0.712166348,0.727849221,-1.148807828,-0.235413906,-0.903262041,-0.276852009,0.32599119,-0.288532478,-0.27526706,-0.801945695,-0.49644131,0.394884959,0.580074066,-0.099329009,-0.207193064
G14MT,97.39,61.4,0.78,16.12,7.71,3.38,1.64,4.94,1.37,97.34,-0.220649187,0.368947216,-0.797348477,-0.635871177,0.133770415,0.629735372,0.482219589,0.317378729,1.147186367,0.482197467,-0.649549706,0.786789962,-1.079840464,-0.141872586,-0.944912779,-0.332826644,0.286769235,-0.341521257,-0.300437056,-0.905023236,-0.507763821,0.26798656,0.702223469,-0.049168864,-0.268695481
G14MT,97.39,61.4,0.78,16.12,7.71,3.38,1.64,4.94,1.37,97.34,-0.188328747,0.23683972,-0.61843277,-0.588915351,0.269593631,0.615054519,0.608830446,0.067763512,1.226815468,0.545221447,-0.614900809,0.435567555,-0.86866914,-0.149673183,-0.73994922,-0.701121001,0.240945434,-0.228098006,-0.479186305,-0.823339874,0.146340636,0.763039676,0.54558686,0.022916051,-0.447522307
G14MT,97.39,61.4,0.78,16.12,7.71,3.38,1.64,4.94,1.37,97.34,-0.221492735,0.319563664,-0.550319195,-0.593674494,0.314167022,0.618881817,0.65130441,0.253148603,1.446634755,0.456755815,-0.55761175,0.545974418,-0.875140088,-0.068687895,-0.589835497,-0.829910031,0.377316262,-0.154646115,-0.03207381,-0.600145616,0.220973992,0.67526587,0.575339573,0.210482958,-0.528691268
G15MT,93.91,58.44,0.78,17.41,7.88,2.54,0.77,2.46,3.5,93.78,-0.792334919,0.125570186,-0.430797709,0.20328709,-0.746208294,0.513761234,0.549155279,0.342979314,0.196605982,0.222543453,-0.680059564,0.725779577,-0.880795202,0.112336481,-0.519781995,-0.291048727,0.453728355,-0.088329984,0.659073045,0.22018042,-0.650086818,-1.292215372,-0.291888757,0.273551708,1.285862369
G15MT,93.91,58.44,0.78,17.41,7.88,2.54,0.77,2.46,3.5,93.78,-0.731842209,0.203013293,-0.40423508,0.133743018,-0.718164022,0.448900279,0.526026058,0.300323287,0.260024916,0.283001203,-0.660598465,0.84630551,-0.804829906,0.095073528,-0.650333902,-0.27261984,0.344987105,-0.046060886,0.616564838,0.079373787,-0.750892554,-1.312954295,-0.217307267,0.229003213,1.235549295
G15MT,93.91,58.44,0.78,17.41,7.88,2.54,0.77,2.46,3.5,93.78,-0.660686502,0.212343863,-0.492933263,0.160487647,-0.65884477,0.502370921,0.370231359,0.135305608,0.245693926,0.295302064,-0.69448416,0.543355393,-0.663447609,0.05641837,-0.816609068,-0.207721948,0.267751223,0.046539846,0.595393573,0.177769551,-0.618367118,-1.197026685,-0.174331683,0.180070319,1.047831952
G15MT,93.91,58.44,0.78,17.41,7.88,2.54,0.77,2.46,3.5,93.78,-0.797704545,0.239526481,-0.440237009,0.293817996,-0.648468903,0.411888328,0.221399379,0.402756777,0.325826807,0.288596213,-0.750742734,0.645650614,-0.861170247,-0.005123628,-0.668409323,-0.128123766,0.495476269,0.057767413,0.809877058,0.382985039,-0.641150596,-1.03515691,-0.183065159,0.363049819,0.990623635
G15MT,93.91,58.44,0.78,17.41,7.88,2.54,0.77,2.46,3.5,93.78,-0.892666915,0.223992089,-0.454212211,0.305526722,-0.343668441,0.591126795,0.128939077,0.754117372,0.640231867,0.394080899,-0.740146294,0.495718666,-1.074885164,-0.355819858,-0.744681644,0.019426875,0.749030876,0.041400687,0.983799107,0.50392399,-0.720165781,-0.712141619,-0.439438988,0.378666028,0.93439573
G16MT,96.42,57.74,0.77,17.6,7.4,4.09,1.91,4.46,2.34,96.31,-0.226436527,0.496337982,-0.906097243,-0.497054246,-0.126574059,0.780251672,0.15337436,0.28036665,0.775457614,0.605912491,-0.772989115,0.844109416,-1.059970494,-0.193919143,-0.967406697,0.253664985,0.224446032,-0.028264153,-0.091694061,-0.400040229,-0.250387673,-0.168642376,-0.047113616,0.079269192,0.92390142
G16MT,96.42,57.74,0.77,17.6,7.4,4.09,1.91,4.46,2.34,96.31,-0.193016626,0.480442394,-0.959275682,-0.548483137,-0.105168039,0.827703203,0.221756156,0.244213344,0.678969151,0.540918348,-0.661083669,0.938698928,-0.782033336,0.054109438,-0.783662673,0.298168198,0.016133571,0.044808008,-0.220001026,-0.19101683,-0.283060104,-0.312527875,-0.032520659,0.120661872,0.712299156
G16MT,96.42,57.74,0.77,17.6,7.4,4.09,1.91,4.46,2.34,96.31,-0.173321473,0.444384498,-0.858772785,-0.546591548,-0.006701704,0.826999161,0.268030145,0.17666695,0.763748347,0.573161252,-0.634316071,0.797401523,-0.56576524,0.172668496,-0.680276065,0.120285397,-0.103169734,0.256222254,-0.259157853,0.101681045,-0.008170211,-0.122560826,0.022132874,0.265799234,0.519199207
G16MT,96.42,57.74,0.77,17.6,7.4,4.09,1.91,4.46,2.34,96.31,-0.1657481,0.368222467,-0.746163429,-0.510071345,-0.042367135,0.947755682,0.514576015,-0.076721847,0.754989314,0.378523359,-0.603498801,0.667718058,-0.673205302,-0.043677334,-0.479943268,-0.155032635,0.041281088,-0.053046772,-0.613935444,-0.075362135,0.788400935,0.696742809,0.019737752,0.248418149,0.323013391
G16MT,96.42,57.74,0.77,17.6,7.4,4.09,1.91,4.46,2.34,96.31,-0.185443303,0.464630638,-0.72213476,-0.469532406,0.00888442,0.680433008,0.266588118,0.110033161,1.005007199,0.379169411,-0.604720946,0.61431853,-0.799988382,0.081452881,-0.613872349,-0.264620736,0.204938292,0.132672685,0.025801673,-0.226976297,0.381577807,0.298797585,0.051908673,0.200798878,0.317105285
G17MT,96.18,59,0.8,16.39,7.26,4,2.37,4.31,1.93,96.06,-0.059140445,0.467294151,-0.944240064,-0.656433745,0.042814897,0.675125343,0.104665022,0.298886846,0.629672243,0.54094577,-0.632584367,0.759446951,-0.584376475,0.019440354,-0.893768851,0.639237047,-0.150285619,0.24284464,-0.764806661,0.251758573,-0.046326666,0.10315627,0.071693049,0.501338936,0.345432127
G17MT,96.18,59,0.8,16.39,7.26,4,2.37,4.31,1.93,96.06,-0.071480909,0.397276686,-0.795827176,-0.608841259,0.111150836,0.759800658,0.289282414,0.134255471,0.626638365,0.481541373,-0.564274279,0.632288024,-0.364517521,0.127881672,-0.508383571,0.232908329,-0.200027664,0.339815215,-0.763698423,0.48742664,0.523406224,0.471857222,0.097115701,0.483262559,0.088510433
G17MT,96.18,59,0.8,16.39,7.26,4,2.37,4.31,1.93,96.06,-0.012510127,0.392095509,-0.84103648,-0.642704889,0.106781767,0.650487385,0.21733408,0.1248961,0.579446965,0.339631071,-0.481176956,0.587216882,-0.246730496,0.275208414,-0.520141035,0.348366723,-0.297264851,0.400446848,-0.926003678,0.523161202,0.630267855,0.476988089,0.231934608,0.54864296,-0.063458854
G17MT,96.18,59,0.8,16.39,7.26,4,2.37,4.31,1.93,96.06,-0.054488356,0.406021105,-0.693671678,-0.592963635,0.120152647,0.771133368,0.400133492,-0.058695277,0.796263874,0.471584852,-0.516214942,0.521807791,-0.243121102,0.236794486,-0.286327664,-0.026650971,-0.313158908,0.319744728,-0.995980437,0.278692863,0.792478854,0.89624732,0.07194397,0.472630087,-0.123753888
G17MT,96.18,59,0.8,16.39,7.26,4,2.37,4.31,1.93,96.06,0.014381863,0.35578689,-0.557386373,-0.601988072,0.199347431,0.675501603,0.525364482,-0.362069532,0.938963205,0.484671565,-0.423814483,0.474406032,-0.058001521,0.41154677,-0.156430586,-0.283832764,-0.639265695,0.347594191,-1.649925334,-0.156524821,1.02700949,1.116848199,0.278075624,0.03469386,-0.307808166
G18MT,96.95,62.21,0.66,15.42,7.22,2.9,2.63,3.91,1.9,96.85,-0.075740898,0.282414543,-0.887267827,-0.53597334,0.000135997,0.393874547,-0.020210741,0.295333088,0.373393575,0.649622683,-0.539277161,0.766535377,-0.453477323,-0.142382893,-1.1110422,0.804705352,-0.24955173,0.281932989,-0.842371966,0.486325981,-0.418736829,-0.223121464,0.08856625,0.426097285,0.196718078
