Target,MOC total,SiO2,TiO2,Al2O3,FeOT,MgO,CaO,Na2O,K2O,,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
1392,96.71,49.31,2.72,16.46,10.93,3.93,6.75,4.58,1.82,96.5,0.15422663,-0.460689591,0.169843514,-1.242600845,0.056473602,0.161957682,1.974714208,-0.317626464,-0.801937024,0.075964208,0.794991175,-2.541348391,1.801828553,-1.196833822,-0.576686931,-0.463468156,0.032845606,-0.320212338,0.328972632,-0.425013204,0.018416543,-0.140895743,-0.63995082,-0.613120176,-1.132926819
1392,96.71,49.31,2.72,16.46,10.93,3.93,6.75,4.58,1.82,96.5,0.355593336,-0.130124465,-0.654200179,-1.301172742,0.036010783,0.16460037,0.952379657,0.233393404,-0.814238262,0.027351562,0.672039023,-1.466735825,1.433445037,-0.451320795,0.084970337,-0.030366953,-0.212439742,0.066209102,0.612244716,-0.039438319,-0.3039155,-0.2118969,0.161116597,-0.326616659,-1.410888711
1392,96.71,49.31,2.72,16.46,10.93,3.93,6.75,4.58,1.82,96.5,0.303388132,-0.421854129,-0.283178748,-1.233983599,0.006709922,0.069658346,1.444293686,-0.067939477,-0.828949366,-0.028212089,0.727084507,-2.112107969,1.548980313,-0.978196232,-0.366942156,-0.067459769,0.096934472,-0.161579294,0.417292974,-0.077195292,-0.157253093,-0.304058567,-0.224396723,-0.493153787,-1.266277488
1392,96.71,49.31,2.72,16.46,10.93,3.93,6.75,4.58,1.82,96.5,0.284043304,-0.177981245,-0.483195004,-1.22924654,0.122589718,-0.079588979,0.921781614,0.426446891,-0.789955936,-0.131150436,0.781087702,-1.747768492,1.651701626,-0.496472363,-0.053186884,-0.010130235,-0.155882459,0.41367994,0.904610014,0.274383527,-0.25902777,-0.512948794,0.351512543,-0.327766544,-1.599216491
1392,96.71,49.31,2.72,16.46,10.93,3.93,6.75,4.58,1.82,96.5,0.385711105,-0.347449099,-0.712342498,-1.025223814,0.038592835,0.275615147,0.978206455,0.014211817,-0.196697587,-0.484090369,0.914616472,-1.878668939,1.633133123,-0.317451113,0.64243111,-0.25187159,-0.108744688,0.03474845,0.239595859,0.178748974,0.167378552,0.535244892,-0.100735691,-0.353651215,-1.461190523
1393,96.71,49.31,2.72,16.46,10.93,3.93,6.75,4.58,1.82,96.5,0.325264376,-0.184327695,-0.682593312,-1.032212567,0.294665913,0.272581032,0.623260261,0.625658153,-0.33432603,-0.255043124,0.440362058,-1.37098135,0.035970016,-1.139610163,-0.160405285,0.266816305,0.448793185,-0.897978313,-0.622132528,0.095074257,0.249726909,1.097018272,-1.255355304,0.04584863,1.344931087
1393,96.71,49.31,2.72,16.46,10.93,3.93,6.75,4.58,1.82,96.5,0.105208314,-0.545434911,-0.237934312,-1.177220195,0.129674628,0.204671565,1.455413783,0.605033979,-0.499086039,-0.137295189,0.590574757,-2.254090495,0.529168287,-1.645089084,-0.67162182,0.137902947,0.49300172,-0.959575406,-0.282590892,-0.138832214,-0.07480023,0.480060933,-1.635830207,-0.241600963,1.224459038
1393,96.71,49.31,2.72,16.46,10.93,3.93,6.75,4.58,1.82,96.5,0.163051719,-0.448998797,-0.668925055,-1.047492363,0.31404405,0.254083705,0.786902528,0.80268436,-0.229193815,-0.303733784,0.541051955,-1.660359794,0.297982692,-1.137969584,-0.320715467,0.087504068,0.318572193,-0.573307566,-0.603349783,0.205554041,0.211511948,0.836596555,-1.011266886,-0.039365265,1.18081612
1393,96.71,49.31,2.72,16.46,10.93,3.93,6.75,4.58,1.82,96.5,0.14875181,-0.304187433,-0.141938638,-1.063397431,0.250611704,-0.244965331,0.920955301,0.784218614,-0.353418517,-0.387546396,0.579098295,-2.1749997,0.26400331,-1.630529696,-0.872605716,0.181720102,0.653103478,-0.66911766,-0.476838275,0.090316479,-0.03812006,0.811170364,-1.271072764,0.010824399,1.139118579
1393,96.71,49.31,2.72,16.46,10.93,3.93,6.75,4.58,1.82,96.5,0.15513776,-0.077438306,-0.371562889,-1.135430762,0.250066749,0.416052843,1.136106388,0.543688441,-0.393713739,-0.21690635,0.461232934,-1.474350298,0.164050172,-1.284019793,-0.313142318,0.045565056,0.396439458,-1.021403156,-0.881832665,-0.080642463,-0.019336256,0.977731477,-0.983383477,-0.397235489,0.778225378
1394,96.71,49.31,2.72,16.46,10.93,3.93,6.75,4.58,1.82,96.5,0.183970745,-0.288188055,-0.632910863,-1.138652086,0.275141993,0.180695088,0.72757301,0.823630522,-0.467014498,-0.434323957,0.478785856,-1.42906457,0.181444012,-1.024359616,-0.337132576,0.26530327,0.418878013,-0.63917206,-0.214260697,-0.003047112,0.044328989,0.86464195,-1.052740385,0.078929381,0.842402999
1394,96.71,49.31,2.72,16.46,10.93,3.93,6.75,4.58,1.82,96.5,0.14975093,-0.16712962,-0.343833525,-1.181477597,0.241199373,0.12674768,1.01092805,0.7515446,-0.47060174,-0.356668194,0.509656395,-1.542296492,0.299980595,-1.194303915,-0.391068456,0.250425887,0.453471718,-0.754116641,-0.225109789,0.150699553,-0.165969545,0.702283284,-1.073369913,-0.062818974,0.666474398
1394,96.71,49.31,2.72,16.46,10.93,3.93,6.75,4.58,1.82,96.5,0.056598758,-0.381102387,-0.133078888,-1.074927955,0.220160567,0.05246016,1.226928209,0.805340799,-0.241398033,-0.313085971,0.609198161,-2.128038335,0.301280167,-1.692939978,-0.638983953,0.168566498,0.511827102,-0.753820684,-0.573950301,0.063053688,0.0425557,0.877956821,-1.000088302,-0.451158209,0.729949394
1394,96.71,49.31,2.72,16.46,10.93,3.93,6.75,4.58,1.82,96.5,0.229677811,-0.410072355,-0.566425791,-1.054744582,0.168968071,0.127173612,0.823676471,0.628843524,-0.458394661,-0.350746235,0.472989311,-1.819133064,0.229902538,-1.312530178,-0.537076542,0.236815666,0.474515677,-0.725639528,-0.674917896,-0.071076253,0.241487489,1.037140191,-0.812151429,-0.239693038,0.783845222
1394,96.71,49.31,2.72,16.46,10.93,3.93,6.75,4.58,1.82,96.5,0.07851217,-0.728307134,-0.288871022,-1.073003433,0.248617723,-0.007466,1.184836182,0.870570316,-0.294186637,-0.503794205,0.736028124,-2.454600938,0.557355938,-1.581122953,-0.798130107,0.206286551,0.422597867,-0.488180591,-0.277523628,0.178583497,0.096054771,0.535372856,-0.919224365,-0.313675653,0.628010092
1395,95.36,45.97,2.53,13.02,16.17,5.12,9.34,2.8,0.13,95.08,0.308876464,-0.604033094,-0.006567288,-1.114781233,0.598474829,-0.547521779,1.081574868,0.623425618,0.411185072,-0.306768335,0.822449454,-2.121675198,0.635544697,-1.372621851,-0.599666856,0.115334613,0.255384842,-0.685900448,-0.470404255,0.433056911,-0.439676728,0.270583586,-0.461343872,-0.362192235,0.410159933
1395,95.36,45.97,2.53,13.02,16.17,5.12,9.34,2.8,0.13,95.08,-0.065354394,-0.464166179,0.722992657,-1.126773542,0.695087055,-0.690383776,1.593558625,0.883382216,0.165605314,0.096049286,0.898589407,-2.832826977,1.113497711,-1.827166876,-1.176068443,0.216805594,0.235364202,-0.463630654,0.033097007,0.24707186,-0.753008299,-0.055767751,-1.294830763,-0.291020731,0.284193518
1395,95.36,45.97,2.53,13.02,16.17,5.12,9.34,2.8,0.13,95.08,0.869566793,-0.089423318,-1.080559413,-0.797948568,0.854630967,-0.662918574,-0.745167046,0.648729196,0.913025576,-0.318272763,0.090737347,-0.19308265,-0.558518968,0.11068459,-0.187329768,0.425869981,0.566574193,-0.528128006,0.4308961,-0.047506997,-0.62623392,0.215213802,0.190895035,0.459986308,0.451263231
1395,95.36,45.97,2.53,13.02,16.17,5.12,9.34,2.8,0.13,95.08,0.519540324,-0.226840013,-0.89871563,-1.178907358,0.896736047,-0.348611126,0.064467678,1.152549669,0.76130573,-0.316688881,0.407321609,0.08212189,-0.399095014,-0.093779632,0.49710992,0.378593373,0.471653024,-0.746567341,0.112411078,0.943046238,-0.91950958,0.295409286,0.286488103,0.426952587,0.279335322
1395,95.36,45.97,2.53,13.02,16.17,5.12,9.34,2.8,0.13,95.08,0.339969897,-0.39445933,-0.225069186,-1.266054099,0.702093102,-0.821191236,0.631625147,1.097820309,0.361269457,-0.410066177,0.721383199,-1.113632942,0.369989615,-0.557822798,-0.022767176,0.391184239,0.411394509,-0.471921473,-0.126999904,1.168686615,-1.130137337,0.214066766,-0.602566884,0.803972481,0.090549787
1396,95.36,45.97,2.53,13.02,16.17,5.12,9.34,2.8,0.13,95.08,0.419114576,-0.597427248,-0.446513645,-1.055230681,0.781735287,-0.643558914,0.416057165,0.95005157,0.576043881,-0.610367774,0.754670256,-1.601430252,0.39078914,-0.905481156,-0.380476485,0.55788311,0.386665255,-0.486193895,-0.609046948,0.497416477,-0.32731733,0.578518265,-0.333714114,0.2866589,0.206623338
1396,95.36,45.97,2.53,13.02,16.17,5.12,9.34,2.8,0.13,95.08,0.276278831,-0.558301609,0.148256459,-1.061891288,0.653299957,-0.419333924,1.285625602,0.686941972,0.44492988,-0.253575218,0.892543406,-1.465336228,0.822684541,-0.999579265,0.440226013,0.240568321,0.294211899,-0.61973983,0.187571428,1.50501882,-0.506035155,0.254470598,-0.767796921,-0.088295404,-0.250273495
1396,95.36,45.97,2.53,13.02,16.17,5.12,9.34,2.8,0.13,95.08,0.286805656,-0.51627685,-0.46786349,-1.02467893,0.898366687,-0.185803426,0.660738967,1.153831123,0.534684688,-0.449647391,0.824547213,-1.493994378,0.64663459,-0.980189443,0.055848753,0.719192504,0.238967685,-0.470236439,0.014244083,1.259903827,-0.172846913,0.384882157,-0.449570451,0.324855103,-0.064966097
1396,95.36,45.97,2.53,13.02,16.17,5.12,9.34,2.8,0.13,95.08,0.287087473,-0.304638148,0.118568921,-0.960053826,0.642665013,-0.119842228,1.15842974,0.228801989,0.434333404,0.038683244,0.605373415,-2.484687991,0.815208408,-1.815511481,-0.910098467,0.193190781,0.241869685,-0.558582261,-0.816400811,0.234665226,0.253261429,0.912603742,-0.943808665,-0.192714497,-0.00965071
1396,95.36,45.97,2.53,13.02,16.17,5.12,9.34,2.8,0.13,95.08,0.621709504,0.07927859,0.046515597,-0.896916968,0.631825018,-0.924397355,0.287763975,0.033479038,0.25357493,-0.086275225,0.256303529,-1.264798308,-0.102199852,-1.008124302,-0.525668384,0.183301143,0.735920522,-0.751428944,-0.534597403,0.446694228,0.03176755,1.012520261,-0.60540142,0.571551052,-0.098426641
1397,97.16,42.82,0,0.35,7.92,45.34,0.43,0.12,0,96.98,-0.634266937,3.630055439,2.266343511,-0.648774952,2.700848299,-0.211498568,0.005254588,2.182346165,-2.797179602,-3.266693078,0.735320674,0.308675674,-1.27551724,0.292119679,-0.732211118,-1.113939312,0.715152981,-0.356529462,-1.202088047,0.809927801,-1.333859553,-0.149426904,0.298874375,1.295724825,-1.03012235
1397,97.16,42.82,0,0.35,7.92,45.34,0.43,0.12,0,96.98,-0.552525476,3.565523313,2.127690174,-0.585023378,2.583411131,-0.193964795,-0.093231014,1.82351814,-2.331682815,-2.678242906,0.549429228,0.298119146,-1.011356814,0.289009583,-0.789568138,-0.578389711,0.576201233,-0.121864682,-0.981527949,0.971334204,-1.159611231,-0.126551412,0.116363146,1.355201075,-0.987206215
1397,97.16,42.82,0,0.35,7.92,45.34,0.43,0.12,0,96.98,-0.608881041,3.857179451,2.192033521,-0.64685802,2.647955397,-0.204645421,-0.144066032,2.182187178,-2.599916692,-3.109717477,0.701740353,0.307735687,-1.247178807,0.262959009,-0.878565715,-0.774856537,0.698699565,-0.260145404,-1.132906194,0.735962791,-1.73929848,-0.348224806,0.396888311,1.24853309,-1.014101323
1397,97.16,42.82,0,0.35,7.92,45.34,0.43,0.12,0,96.98,-0.561054502,3.650178948,2.1870551,-0.684206571,2.579955979,-0.166569157,-0.033499666,2.037532577,-2.562343085,-3.382157532,0.708897712,0.263277173,-1.236430675,0.398217486,-0.781282915,-0.968276871,0.634675959,-0.207970571,-0.951858507,0.820045737,-1.344286982,0.634794795,0.887454155,1.743110964,-0.967858286
1397,97.16,42.82,0,0.35,7.92,45.34,0.43,0.12,0,96.98,-0.551117482,3.617187602,1.976483272,-0.552484244,2.565530999,-0.494393096,-0.594182601,2.131047232,-2.052158751,-2.589215037,0.529654573,0.086393717,-1.050604465,0.115395919,-0.91221024,-0.399708049,0.641048227,0.179215436,-0.682863067,0.99283327,-1.078471662,0.201829914,0.565670054,1.338288428,-1.001279679
1398,97.16,42.82,0,0.35,7.92,45.34,0.43,0.12,0,96.98,-0.585548706,4.271326047,2.336251793,-0.739037027,2.571474187,0.378399572,0.340256751,1.61266965,-2.806474411,-2.643712286,0.913382662,0.405371301,-0.472673936,0.760690432,0.246603359,-1.526757009,-0.208426037,-0.400501131,-1.013300709,-0.319559176,-1.662945606,-0.775487519,0.205191179,0.08984271,-1.221735486
1398,97.16,42.82,0,0.35,7.92,45.34,0.43,0.12,0,96.98,-0.523323695,3.961411041,2.150712994,-0.685381258,2.44572154,-0.013478381,-0.044857269,1.578413576,-2.238757734,-2.315610239,0.808393257,0.274683748,-0.298628287,0.904569234,0.198763525,-1.583194478,-0.562910153,0.189758572,-1.036028856,-0.468489314,-1.435515378,-0.156825968,1.216254345,0.268624196,-0.532732801
1398,97.16,42.82,0,0.35,7.92,45.34,0.43,0.12,0,96.98,-0.554279577,4.269448554,2.295914541,-0.774665311,2.593762197,0.411439924,0.365459246,1.565791418,-2.97335926,-2.759818926,0.95091261,0.432265638,-0.467504436,0.80942134,0.370141625,-1.758313202,-0.177420397,-0.448749435,-1.11767026,-0.374258259,-1.832911752,-0.762816028,0.323089371,0.123091995,-1.421061992
1398,97.16,42.82,0,0.35,7.92,45.34,0.43,0.12,0,96.98,-0.58348882,4.31308421,2.410817564,-0.797871144,2.649659045,0.496077481,0.488280824,1.529697385,-3.221802428,-2.949762563,0.979486452,0.453446155,-0.42570771,0.930212467,0.559929885,-2.115445376,-0.258502149,-0.564373779,-1.068838143,-0.539278857,-1.471308526,-0.727852486,0.345452805,-0.017483139,-1.567911561
1398,97.16,42.82,0,0.35,7.92,45.34,0.43,0.12,0,96.98,-0.561805347,4.395104004,2.335874754,-0.773254895,2.562717593,0.52176148,0.438557995,1.427346718,-2.919904267,-2.500354769,0.882405594,0.492185821,-0.262921127,0.948936624,0.402300528,-1.807037508,-0.425476168,-0.420856831,-1.197041338,-0.561823371,-1.865415926,-0.973921453,0.455036538,-0.119790207,-1.451613345
1399,95.6,51.03,1,13.83,9.93,6.33,10.7,2.01,0.6,95.43,0.818595206,0.599495242,-0.531296602,-0.778401892,0.245223611,-0.629635568,-0.015384929,-0.514921154,0.091771816,0.318614154,0.462604768,-0.910685807,1.206520733,-0.079353604,0.826010389,-0.126641911,-0.073552096,-0.113685612,1.302797639,-0.392337931,0.12420631,0.062964442,0.464198748,-0.098447632,-0.838655065
1399,95.6,51.03,1,13.83,9.93,6.33,10.7,2.01,0.6,95.43,0.847074132,0.548173759,-0.813931376,-0.763035515,0.334920681,-0.776128346,-0.43649469,-0.041003645,0.277877539,0.080328874,0.507369007,-0.286296532,1.009872175,0.460505398,1.149153057,0.161963416,-0.056489306,0.016520232,1.631680628,0.350882651,-0.374468729,-0.364039111,0.757738577,0.19209359,-0.851765104
1399,95.6,51.03,1,13.83,9.93,6.33,10.7,2.01,0.6,95.43,0.483894928,0.052866802,-0.072423588,-0.901782292,-0.002437912,-0.687427528,0.660219196,-0.346265854,-0.507902951,-0.103991142,0.691834494,-1.594732587,1.319586191,-0.989632157,0.251368699,-0.126339402,-0.042163081,-0.097862508,-0.12690645,0.055074027,0.268866143,0.783249718,-0.152118452,0.24319757,-0.647832111
1399,95.6,51.03,1,13.83,9.93,6.33,10.7,2.01,0.6,95.43,0.868150932,0.990545534,-0.406850917,-0.806010977,-0.027354843,-1.215178785,-0.349434306,-0.659565792,-0.165630677,0.220137328,0.2648472,0.423645227,0.492293205,0.440031788,1.114549317,-0.260120261,-0.066531753,-0.257319983,0.850177494,-0.558452334,-0.17767661,0.265861765,1.0196838,0.047692565,-0.823259696
1399,95.6,51.03,1,13.83,9.93,6.33,10.7,2.01,0.6,95.43,0.855732055,0.65992862,-0.400593314,-0.807983459,0.199075909,-1.154613781,-0.220720771,-0.56442788,-0.167011168,0.058375711,0.388443468,-0.486558726,0.912845945,0.231195894,0.688392911,-0.386451461,-0.003037903,0.017532418,1.014574371,-0.649952841,0.050011133,-0.01240882,0.968651722,0.001125256,-1.054932266
1400,95.6,51.03,1,13.83,9.93,6.33,10.7,2.01,0.6,95.43,1.027928553,0.667241523,-0.566280835,-0.714614182,-0.142798132,-1.354821918,-0.407130194,-0.65452805,-0.540732914,0.002067007,0.373953773,-0.245280872,0.919951424,0.514178384,1.383966059,-0.268169297,0.055331548,-0.043687955,1.797766925,0.101042751,-0.169809987,-0.516941877,0.961150123,0.336290992,-0.834683684
1400,95.6,51.03,1,13.83,9.93,6.33,10.7,2.01,0.6,95.43,0.823302502,0.534976699,-0.718908385,-0.736833707,0.165909743,-0.852034562,-0.311290701,-0.295886438,0.014892101,-0.152513612,0.64854252,-0.833242697,1.353256412,0.415401597,1.444696862,-0.270642619,-0.124688951,0.190227837,1.927613087,0.245728632,-0.08877905,-0.272871616,0.650836098,0.164724828,-0.916139329
1400,95.6,51.03,1,13.83,9.93,6.33,10.7,2.01,0.6,95.43,0.902716832,0.686773451,-0.769205557,-0.799503638,0.120829877,-0.494401525,-0.081290151,-0.629680914,0.073658028,0.096844952,0.49145019,-0.299177699,1.095176318,0.429469135,1.67403452,-0.186025635,0.047216692,-0.341383983,1.795703791,0.01126394,0.105673593,-0.040359578,0.424909575,0.042046371,-0.96017057
1400,95.6,51.03,1,13.83,9.93,6.33,10.7,2.01,0.6,95.43,0.958591124,0.709313962,-0.660379292,-0.678090742,0.091373742,-0.62350466,-0.101231066,-0.732626538,0.035146168,0.055089989,0.549370412,-0.073587009,1.047264687,0.482188358,2.245282819,-0.301406006,0.064818053,-0.458081309,1.706004434,0.325843158,0.074118591,0.166145847,0.54134388,0.037536652,-1.021053318
1400,95.6,51.03,1,13.83,9.93,6.33,10.7,2.01,0.6,95.43,1.15034842,1.070871045,-0.394382302,-0.697655164,0.075671028,-0.975101575,-0.329794494,-1.201869696,-0.348564442,0.171995836,0.30636182,-0.301559334,0.789528546,0.243776417,1.475880861,-0.430120169,0.03283176,-0.374681146,1.123381607,-0.295097799,0.416783081,0.535357264,0.831827916,-0.117436542,-1.083676352
1401,96.8,48.06,2.08,11.83,11.62,10.96,9.62,1.96,0.49,96.62,0.689886372,0.805258824,-0.408430624,-0.646074003,0.598161766,-0.458005992,-0.403466124,-0.244794427,0.732522754,-0.492576219,0.034890618,-0.751375204,-0.479773912,-0.412949913,-0.017589364,-0.056755142,0.980104862,-0.639113618,0.033234792,0.290600371,0.640563311,2.509837701,0.16039409,1.031459457,-0.927336643
1401,96.8,48.06,2.08,11.83,11.62,10.96,9.62,1.96,0.49,96.62,0.703575751,0.583703081,-0.436836964,-0.589055085,0.619463503,-0.5842471,-0.541925446,-0.147407216,0.780505045,-0.590999717,0.019573854,-0.880179956,-0.575561799,-0.56962728,-0.176480595,0.111924293,1.055141095,-0.558832381,-0.068733723,0.496413072,0.900551584,2.589291629,-0.033222251,1.161942166,-0.836714117
1401,96.8,48.06,2.08,11.83,11.62,10.96,9.62,1.96,0.49,96.62,0.755366107,0.961276187,-0.478772412,-0.673406211,0.585927521,-0.86546295,-0.73239871,0.017843133,0.659932602,-0.386390282,0.001550663,-0.725376054,-0.468505818,-0.118397162,-0.553335339,0.426402222,0.662177154,-0.313779541,-0.066298883,-0.093601847,0.074764745,1.603692529,0.466730862,0.756775249,-0.808955749
1401,96.8,48.06,2.08,11.83,11.62,10.96,9.62,1.96,0.49,96.62,0.631200355,0.979588965,-0.260182661,-0.72685504,0.688464856,-0.267989473,-0.134066076,-0.368067607,0.476985342,-0.632161292,0.043245712,-0.576402776,-0.583963989,-0.406361932,-0.087082271,-0.109000898,1.055174567,-1.006351952,-0.461292004,0.290458935,0.422417132,2.521865533,-0.08421543,1.137202332,-1.127639748
1401,96.8,48.06,2.08,11.83,11.62,10.96,9.62,1.96,0.49,96.62,0.760623472,0.495032364,-0.593852852,-0.624848109,0.556967722,-0.522856264,-0.523424319,-0.272752221,0.847581898,-0.363211862,-0.119415602,-0.838907997,-0.571415139,-0.493593616,-0.478565626,0.007670054,1.085861541,-0.729834082,0.279095708,0.187513032,0.478417442,2.282780948,0.086974928,1.220022174,-0.924032318
1402,96.77,51.46,0.04,0.81,9.19,12,22.56,0.46,0.01,96.53,1.613858881,1.277244888,0.014611302,-0.132440245,0.377915423,-0.976290044,-0.780525316,-1.156343578,0.125839984,1.048363534,-0.046589367,0.50790659,-0.418403084,-0.549496451,0.510545003,0.069623582,-0.289463586,-1.846140873,0.378279923,0.843760814,-1.061632374,0.069689313,0.649530353,-1.032376573,0.813523905
1402,96.77,51.46,0.04,0.81,9.19,12,22.56,0.46,0.01,96.53,1.639657014,1.378291936,-0.018686786,-0.127236321,0.383119361,-0.984532678,-0.800823492,-1.18664692,0.112002745,1.256649412,-0.097920377,0.568551812,-0.204768692,-0.318378245,0.504176912,0.080771454,-0.468247859,-1.60198012,0.374472804,0.485805639,-1.181239525,-0.164603433,0.694588606,-1.153687327,0.726340739
1402,96.77,51.46,0.04,0.81,9.19,12,22.56,0.46,0.01,96.53,1.662906999,1.286157634,-0.013948712,-0.121928996,0.355330293,-0.951248517,-0.74857323,-1.212626305,0.065521801,1.16472306,-0.064201263,0.560385015,-0.323326853,-0.411770656,0.568672012,0.127407641,-0.42460753,-1.849954646,0.422375309,0.843738426,-1.365176414,-0.216574088,0.740466582,-1.149669408,0.655887237
1402,96.77,51.46,0.04,0.81,9.19,12,22.56,0.46,0.01,96.53,1.684580051,1.270796619,0.000273056,-0.092879177,0.393117857,-1.078845478,-0.802353049,-1.069099993,0.089613659,1.275619041,-0.044562613,0.539856957,-0.187822541,-0.244530464,0.695748508,0.097209627,-0.625408021,-1.517832283,0.486252376,0.587177327,-1.436829326,-0.481757003,0.855537304,-1.224929318,0.551618311
1402,96.77,51.46,0.04,0.81,9.19,12,22.56,0.46,0.01,96.53,1.610618386,1.369187829,-0.007917949,-0.120558278,0.377545699,-0.985585383,-0.812548856,-1.14471228,0.075187586,1.10138007,-0.039937411,0.504706967,-0.228113658,-0.480827614,0.622687755,0.029683885,-0.221329478,-1.581027702,0.477633156,0.6061125,-0.961106113,0.10285873,0.760083898,-1.029246258,0.492875946
1403,96.77,51.46,0.04,0.81,9.19,12,22.56,0.46,0.01,96.53,1.633166806,1.34705348,-0.051870471,-0.101369169,0.331559295,-0.962448345,-0.806685608,-1.198964852,0.11211268,1.163306575,0.018167997,0.370028595,-0.094789736,-0.483206752,1.0362382,-0.045060128,-0.205501511,-1.536103212,0.711864289,0.726774824,-0.676697311,0.456023562,0.709326129,-0.891503709,0.412778186
1403,96.77,51.46,0.04,0.81,9.19,12,22.56,0.46,0.01,96.53,1.608393338,1.326818706,-0.039385383,-0.128274265,0.361026764,-0.988324558,-0.862198448,-1.162165068,0.183368763,1.116004961,-0.016693507,0.324074466,-0.18371959,-0.502213367,0.872022726,-0.005222102,-0.179815014,-1.477200105,0.752586925,0.843472154,-0.684025137,0.52723345,0.709945274,-0.721986357,0.382713839
1403,96.77,51.46,0.04,0.81,9.19,12,22.56,0.46,0.01,96.53,1.597588361,1.360728178,0.016128832,-0.043343638,0.40464551,-1.181724934,-0.992397549,-0.94186425,0.148039042,0.987381711,0.051164891,0.227685775,-0.074084568,-0.395457818,0.984188685,-0.112557776,-0.163991038,-1.045921904,0.762812406,0.592409414,-0.410555236,0.465336108,0.813959051,-0.7894575,0.220878462
1403,96.77,51.46,0.04,0.81,9.19,12,22.56,0.46,0.01,96.53,1.554202002,1.352203017,-0.156170395,-0.066538747,0.14562437,-0.89100803,-0.830647455,-1.048985208,-0.188446077,1.034224171,-0.045849113,0.454778855,0.078566875,-0.341465719,1.038132146,-0.056551258,0.086631519,-1.281354688,0.835619673,0.630226929,-0.573490963,0.526675037,0.705133311,-0.820117838,0.254519788
1403,96.77,51.46,0.04,0.81,9.19,12,22.56,0.46,0.01,96.53,1.588756345,1.33463731,-0.000572767,-0.095102321,0.37521644,-1.017900594,-0.837283889,-1.137836864,0.16941571,1.049720329,0.078826991,0.254921857,-0.145157625,-0.564954925,1.123283193,-0.139528254,-0.074460195,-1.442931324,0.760119292,0.809297029,-0.55495003,0.738579536,0.81236487,-0.793935046,0.146484017
1404,98.77,53.39,0.25,28.32,0.56,0.19,10.69,5.2,0.16,98.76,0.575014467,-1.038237653,-1.441218815,0.063079964,2.3040603,-0.177974059,-1.778281451,2.009648671,0.539190506,-1.80641055,0.623600279,-0.18835641,-0.843828422,0.002630855,-0.082960178,1.195572984,0.941677519,-0.166944126,0.097865374,1.239747538,1.00771016,-0.159156868,-0.293192275,0.573325767,0.167965049
1404,98.77,53.39,0.25,28.32,0.56,0.19,10.69,5.2,0.16,98.76,0.544307203,-1.100201068,-1.443384896,0.056348588,2.311448731,0.146859389,-1.513748257,1.762477977,0.572980512,-1.584428102,0.556517608,-0.297596053,-0.745758784,0.002712417,0.102983785,0.986169111,0.882981899,-0.227964159,0.18968928,1.178284275,0.840190358,-0.11265586,-0.205016576,0.403472855,0.057001463
1404,98.77,53.39,0.25,28.32,0.56,0.19,10.69,5.2,0.16,98.76,0.546654552,-1.170146261,-1.547812872,0.099242105,2.260271215,-0.004565721,-1.73303274,1.799226146,0.3024472,-1.906204817,0.576085989,-0.253387478,-0.992891746,0.039950827,-0.062240553,1.114427822,1.129448029,-0.342204172,0.288565442,1.133203147,0.833596792,-0.132387216,-0.230350436,0.604157358,-0.033806962
1404,98.77,53.39,0.25,28.32,0.56,0.19,10.69,5.2,0.16,98.76,0.559969158,-1.157368358,-1.471567455,0.170553063,2.530694626,-0.298273006,-2.060892565,2.180643015,0.387112164,-1.99068937,0.637622378,-0.288123471,-0.870028458,-0.007935751,-0.242979499,1.530104716,0.931007079,0.009746613,-0.176009347,1.187803671,1.133488816,-0.084907636,-0.142886567,0.702022454,-0.082501277
1404,98.77,53.39,0.25,28.32,0.56,0.19,10.69,5.2,0.16,98.76,0.547528901,-1.003134717,-1.398565536,0.094517115,2.337206005,-0.142917311,-1.776702102,2.026075951,0.738788752,-1.673730944,0.606969614,-0.279492339,-0.760942332,0.007591566,-0.106724757,1.24087705,0.875994359,-0.081954335,-0.002294104,1.248386086,0.93016902,-0.044926946,-0.104387455,0.57893802,-0.079253352
1405,98.77,53.39,0.25,28.32,0.56,0.19,10.69,5.2,0.16,98.76,0.888687685,-1.162515814,-1.844710457,0.143839923,2.2761506,0.114783176,-1.753167916,1.566132406,0.022563633,-1.20901175,0.818066639,0.069021274,0.149799055,1.037529515,1.354244213,0.307345386,0.086027053,-0.19879252,0.497108024,-0.670274831,1.303120956,-1.049653439,0.081234852,-0.254930779,-0.481443321
1405,98.77,53.39,0.25,28.32,0.56,0.19,10.69,5.2,0.16,98.76,0.924252329,-1.211287241,-1.877731043,0.18861067,2.197783866,0.183829384,-1.704118996,1.503546568,0.038121493,-1.388750131,0.801190452,0.098499411,-0.067108537,1.057019567,1.382113886,0.11477428,0.234176935,-0.421662067,0.834264264,-0.739046044,1.10669984,-1.299482898,0.314914651,-0.513068205,-0.550296478
